url,entropy,pathentropy,hostname_length,path_length,tld_length,count-,count-@,special_chacter,count-http,count-https,count-www,count-digit,count-letter,count_dir,Iframe,SubmittingToEmail,WebTraffic,Redirection,google_index,url_length,DomainRegistrationLength,HavingIp,sfh,short_url_service,favicon
https://cafe.naver.com,3.913977073182751,0.0,14,0,3,1,1,2,1,1,0,0,17,0,1,1,1,1,-1,1,-1,-1,1,1,0
https://post.naver.com/main.nhn,3.8488846166291197,2.6416041678685938,14,9,3,1,1,3,1,1,0,0,24,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://n.weather.naver.com,3.8561962982193805,0.0,19,0,3,1,1,3,1,1,0,0,21,0,1,1,1,1,-1,1,-1,-1,-1,1,-1
https://stock.naver.com,3.8820451081368628,0.0,15,0,3,1,1,2,1,1,0,0,18,0,1,1,1,1,-1,1,-1,-1,0,1,1
https://vibe.naver.com/today,4.110577243331642,2.584962500721156,14,6,3,1,1,2,1,1,0,0,22,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://mybox.naver.com,4.088779347361362,0.0,15,0,3,1,1,2,1,1,0,0,18,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://campaign.naver.com/npay/rediret/index.nhn,4.086263864736002,3.501397825434103,18,23,3,1,1,3,1,1,0,0,40,3,1,1,1,1,-1,1,-1,-1,0,1,0
https://people.search.naver.com,3.8732358263763285,0.0,23,0,3,1,1,3,1,1,0,0,25,0,1,1,1,1,-1,1,-1,-1,0,1,-1
https://newslibrary.naver.com/search/searchByDate.nhn,4.160116984189598,3.5739348962840563,21,24,3,1,1,3,1,1,0,0,45,2,1,1,1,1,-1,1,-1,-1,0,1,1
https://searchadvisor.naver.com,3.977916874693636,0.0,23,0,3,1,1,2,1,1,0,0,26,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://sports.news.naver.com/kbaseball/index.nhn,4.212076049151931,3.5841837197791886,21,20,3,1,1,4,1,1,0,0,40,2,1,1,1,1,-1,1,-1,-1,0,1,1
https://newsstand.naver.com,3.930270372293455,0.0,19,0,3,1,1,2,1,1,0,0,22,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://moneybook.naver.com,4.014146761422729,0.0,19,0,3,1,1,2,1,1,0,0,22,0,1,1,1,1,-1,1,-1,-1,0,1,0
https://terms.naver.com/list.nhn,3.9056390622295662,2.9477027792200903,15,9,3,1,1,3,1,1,0,0,25,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://comic.naver.com/index.nhn,4.006071013101169,2.8464393446710154,15,10,3,1,1,3,1,1,0,0,26,1,1,1,1,1,-1,1,-1,-1,0,1,-1
https://novel.naver.com,3.9148663038831,0.0,15,0,3,1,1,2,1,1,0,0,18,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://www.grafolio.com,3.9387218755408675,0.0,16,0,3,1,1,2,1,1,1,0,19,0,1,1,-1,1,-1,1,-1,-1,1,1,1
https://phrase.dict.naver.com,3.978333581185264,0.0,21,0,3,1,1,3,1,1,0,0,23,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://noti.naver.com,3.879664004902593,0.0,14,0,3,1,1,2,1,1,0,0,17,0,1,1,1,1,-1,1,-1,-1,1,1,0
https://jr.naver.com/song,3.973660689688185,2.3219280948873626,12,5,3,1,1,2,1,1,0,0,19,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://jr.naver.com/story,3.921029621737614,2.584962500721156,12,6,3,1,1,2,1,1,0,0,20,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://jr.naver.com/tv,3.8492239123906247,1.584962500721156,12,3,3,1,1,2,1,1,0,0,17,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://jr.naver.com/playedu,4.208966082694623,3.0,12,8,3,1,1,2,1,1,0,0,22,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://jr.naver.com/creative,3.926272374139508,2.9477027792200903,12,9,3,1,1,2,1,1,0,0,23,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://tools.naver.com/service/toolbar,3.955291886017961,3.5,15,16,3,1,1,2,1,1,0,0,32,2,1,1,1,1,-1,1,-1,-1,1,1,-1
https://tools.naver.com/service/vaccine,3.9259265776147134,3.0306390622295662,15,16,3,1,1,2,1,1,0,0,32,2,1,1,1,1,-1,1,-1,-1,1,1,-1
https://hangeul.naver.com/font,4.0980685120588385,2.3219280948873626,17,5,3,1,1,2,1,1,0,0,24,1,1,1,1,1,-1,1,-1,-1,1,1,0
https://qr.naver.com,3.921928094887362,0.0,12,0,3,1,1,2,1,1,0,0,15,0,1,1,1,1,-1,1,-1,-1,1,1,0
https://webmsg.naver.com/v2/message/webmsg_main.php,4.153638834002847,3.828237501842956,16,27,3,1,1,3,1,1,0,1,40,3,1,1,1,1,-1,1,-1,-1,-1,1,-1
https://developers.naver.com/docs/common/apilist,4.038320189106001,3.446439344671015,20,20,3,1,1,2,1,1,0,0,40,3,1,1,1,1,-1,1,-1,-1,1,1,0
https://d2.naver.com/home,3.973660689688185,2.3219280948873626,12,5,3,1,1,2,1,1,0,1,18,1,1,1,1,1,-1,1,-1,-1,1,1,0
https://developers.naver.com/forum/list,4.131054782742918,3.2776134368191165,20,11,3,1,1,2,1,1,0,0,32,2,1,1,1,1,-1,1,-1,-1,1,1,0
https://developers.naver.com/notice,3.990017217489902,2.807354922057604,20,7,3,1,1,2,1,1,0,0,29,1,1,1,1,1,-1,1,-1,-1,1,1,0
https://blog.naver.com/naver_diary,4.314972767530033,3.2516291673878226,14,12,3,1,1,2,1,1,0,0,27,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://logoproject.naver.com,4.004364184708143,0.0,21,0,3,1,1,2,1,1,0,0,24,0,1,1,1,1,-1,1,-1,-1,1,1,0
https://story.naver.com,3.8820451081368628,0.0,15,0,3,1,1,2,1,1,0,0,18,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://m.blog.naver.com/officialblog/OfficialBlogList.nhn,4.295854116952955,3.841447312526802,16,34,3,1,1,4,1,1,0,0,49,2,1,1,1,1,-1,0,-1,-1,1,1,1
https://blog.naver.com/naver_search,4.128724445269142,3.238901256602631,14,13,3,1,1,2,1,1,0,0,28,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blogpeople.blog.me,3.5843031793467124,0.0,18,0,2,1,1,2,1,1,0,0,21,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/kin_friend,4.392582755590972,3.0957952550009344,14,11,3,1,1,2,1,1,0,0,26,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/dic_master,4.27137063437885,3.459431618637298,14,11,3,1,1,2,1,1,0,0,26,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/naver_map,4.140319531114783,3.121928094887362,14,10,3,1,1,2,1,1,0,0,25,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/naver_shopping,4.208924987016683,3.640223928941852,14,15,3,1,1,2,1,1,0,0,30,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/naver_talk,4.187889194919351,3.2776134368191165,14,11,3,1,1,2,1,1,0,0,26,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/nvr_design,4.27137063437885,3.2776134368191165,14,11,3,1,1,2,1,1,0,0,26,1,1,1,1,1,-1,1,-1,-1,1,1,-1
https://privacy.naver.com,4.003856189774724,0.0,17,0,3,1,1,2,1,1,0,0,20,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://help.naver.com/support/reportCenter/home.nhn,3.879223864213445,3.5144093452479406,14,30,3,1,1,3,1,1,0,0,43,3,1,1,1,1,-1,1,-1,-1,1,1,-1
https://business.naver.com,4.0081320258334,0.0,18,0,3,1,1,2,1,1,0,0,21,0,1,1,1,1,-1,1,-1,-1,1,1,1
https://saedu.naver.com/adbiz/searchad/intro.nhn,4.116139720220784,3.7532696895151076,15,25,3,1,1,3,1,1,0,0,39,3,1,1,1,1,-1,1,-1,-1,0,1,1
https://join.shopping.naver.com,4.018081793978685,0.0,23,0,3,1,1,3,1,1,0,0,25,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://crossmedia.modoo.at,3.7360069464476564,0.0,19,0,2,1,1,2,1,1,0,0,22,0,1,1,1,1,-1,1,-1,-1,1,1,1
https://saedu.naver.com/adbiz/displayad/intro.nhn,4.222080640900361,3.7860382754173476,15,26,3,1,1,3,1,1,0,0,40,3,1,1,1,1,-1,1,-1,-1,1,1,1
https://recruit.navercorp.com,3.909368063943885,0.0,21,0,3,1,1,2,1,1,0,0,24,0,1,1,1,1,-1,1,0,-1,1,1,0
